ID,Name,Latitude,Longitude,Water Temperature,Skill Level,Depth Range,Description,Visibility,Best Time,Region,Marine Life,Hazards,Facilities,Image URL,Featured,Created At,Viz Slug,Compass Bearing,Nearby Runoff,Viz Triggers,Viz Seasonal
72,"Little Manly Cove",-33.81110000,151.29370000,"18–24 °C","Beginner","2–6 m","Protected cove great for shallow training and macro life.","3–6 m","Year-round","Manly, NSW","Seahorses, crabs, gobies","Low visibility","Shore access, toilets",https://images.unsplash.com/photo-1544551763-46a013bb70d5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:31:18.967Z,little-manly-cove,180,"Minor Manly Cove stormwater from surrounding residential streets","Protected harbour site; general harbour turbidity after heavy rain; low-energy site rarely affected by swell","3-6m year-round; lowest after heavy harbour catchment rain; consistently poor compared to ocean sites"
62,"The Steps Drift",-34.00250000,151.22400000,"16–21 °C","Intermediate","10–18 m","Scenic drift between Steps and Monument, full of soft corals and life.","10–15 m","October–March","Kurnell, NSW","Sea dragons, groper, nudibranchs","Surge, current","Shore access",https://i1.wp.com/myfavouriteescapes.com/wp-content/uploads/2021/12/Scuba-diving-Sydney-The-Steps-dive-site-entry.jpg?ssl=1,false,2025-06-07T11:30:03.702Z,,,,,
74,"Frenchmans Bay",-33.99150000,151.23310000,"17–23 °C","Beginner","3–10 m","Sheltered sandy-bottom bay with nearby reefs, good for macro spotting.","5–10 m","October–March","La Perouse, NSW","Crabs, octopus, rays","Boat traffic","Shore access, parking",https://www.michaelmcfadyenscuba.info/images/la%20perouse.jpg,false,2025-06-07T11:31:18.967Z,frenchmans-bay,180,"Minor runoff from La Perouse suburb; some Botany Bay industrial runoff impact during heavy rain","Inside Botany Bay - protected from ocean swell; affected by industrial and port runoff after rain; north winds push murky bay water in","5-10m; best mid-winter after dry spell; summer more variable due to boat traffic and runoff"
58,"Gordon's Bay",-33.91640000,151.25650000,"17–23 °C","Beginner","3–12 m","Calm bay with an underwater nature trail, perfect for relaxed diving.","5–10 m","Year-round","Coogee, NSW","Octopus, cuttlefish, bream","Low visibility in swell","Shore access, steps",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/3f/46/3f46c29197fd288e0c0f37809d233a9e.webp,false,2025-06-07T11:30:03.702Z,gordons-bay,85,"Coogee Beach stormwater drain approximately 500m north; moderate urban catchment from Coogee and Randwick","Easterly swell over 1m stirs sand and reduces viz; after rain viz drops to 3-5m for 1-2 days; SE storms push turbid water across the bay","Autumn/Winter best: 10-15m; Summer variable (5-12m); Spring: 6-10m (plankton reduces clarity)"
88,"Ewens Ponds",-37.97250000,140.66220000,"12–15 °C","All Levels","6–10 m","Unique freshwater sinkhole system with crystal-clear water and aquatic plants.","20+ m","Summer months","Limestone Coast, SA","Galaxias fish, shrimp","Cold water, permits needed","Facilities nearby, parking",https://images.unsplash.com/photo-1544551763-46a013bb70d5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:40:31.360Z,,,,,
99,"Port Lincoln Jetty",-34.72110000,135.85740000,"14–20 °C","Beginner","2–7 m","Urban jetty with mix of macro life and sponge-covered pylons.","5–7 m","October–March","Eyre Peninsula, SA","Squid, small rays, leatherjackets","Low visibility","Jetty, facilities nearby",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:43:38.137Z,,,,,
81,"The Bluff (Rosetta Head)",-35.56230000,138.61380000,"15–20 °C","Advanced","8–25 m","Rocky headland with drop-offs, swim-throughs, and strong surge.","10–15 m","November–March","Victor Harbor, SA","Blue devils, wrasse, rays","Strong surge, entry challenge","Rock entry, remote parking",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFTzj1LDbfpswWm0hvfFQa1kgjT-XAe_QcMQ&s,false,2025-06-07T11:32:50.120Z,,,,,
83,"Port Hughes Jetty",-33.71130000,137.63310000,"15–22 °C","Beginner","3–8 m","Popular training site with good visibility and easy jetty access.","6–8 m","October–April","Yorke Peninsula, SA","Bullseyes, nudibranchs, rays","Boat traffic","Jetty, change rooms",https://assets.atdw-online.com.au/images/accb0f785d488f9ebca5a9bd0b235d31.jpeg?w=1100&width=1100,false,2025-06-07T11:32:50.120Z,,,,,
84,"Stony Point",-35.62860000,138.20390000,"15–21 °C","All Levels","4–10 m","Access point to see leafy sea dragons in their natural habitat.","6–10 m","November–April","Fleurieu Peninsula, SA","Leafy sea dragons, cowfish, wrasse","Surge, entry difficulty","Carpark, stairs, trail access",https://www.batchelors.net/images/diving/Stony-Point-Whyalla-27-May-2022/21.jpg,false,2025-06-07T11:32:50.120Z,,,,,
86,"Star of Greece Wreck",-35.25560000,138.46280000,"15–21 °C","Advanced","6–18 m","Historic shipwreck from 1888 off Port Willunga, surrounded by reef.","8–12 m","November–March","Port Willunga, SA","Wrasse, cuttlefish, reef fish","Surge, exposed site","Shore dive, limited facilities",https://divedb.net/api/photos/jpeg/7b8e2680-4efd-48dc-9a21-ec13259b1d94,false,2025-06-07T11:32:50.120Z,,,,,
87,"Port MacDonnell Breakwater",-38.05040000,140.69900000,"14–19 °C","Intermediate","3–12 m","Protected area with reef walls and rich southern marine life.","8–12 m","November–April","Limestone Coast, SA","Blue devils, crayfish, rays","Surge, boat traffic","Boat ramp, parking",https://kilsbysinkhole.com/wp-content/uploads/2021/08/scuba-diving-kilsby-sinkhol.jpg,false,2025-06-07T11:40:31.360Z,,,,,
92,"Glenelg Dredge Wreck",-34.98500000,138.46610000,"15–21 °C","Advanced","15–22 m","Historic dredge wreck near Glenelg with abundant marine growth.","10–15 m","November–April","Adelaide, SA","Blue devils, reef fish","Depth, boat only","Boat dive only",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR1Q_tJ_g_CPe0uYLpRvx3vEy3Bt9Mo-f04g&s,false,2025-06-07T11:40:31.360Z,,,,,
82,"Second Valley",-35.49610000,138.20720000,"15–21 °C","Intermediate","4–18 m","Rocky reef and wall dive with caves and ledges, teeming with life.","8–12 m","October–March","Fleurieu Peninsula, SA","Blue devils, old wives, cuttlefish","Surge, boat traffic","Jetty access, parking",https://curiouscampers.com.au/wp-content/uploads/2020/03/Second-Valley-South-Australia-Snorkel-5-e1586212919793.png,false,2025-06-07T11:32:50.120Z,,,,,
89,"Piccaninnie Ponds",-38.01420000,140.89410000,"12–15 °C","Advanced","10–35 m","World-renowned freshwater cave system with cathedral-like chambers.","20+ m","Summer only","Limestone Coast, SA","Shrimp, algae species","Permit, overhead environment","Boardwalk access, parking",https://www.peterfuller.com.au/blog/wp-content/uploads/2011/01/picaninnieponds-chasm1584.jpg,false,2025-06-07T11:40:31.360Z,,,,,
91,"North Haven Wall",-34.79750000,138.48220000,"16–22 °C","Intermediate","5–14 m","Artificial reef wall with schooling fish and sponge growth.","8–12 m","October–March","Adelaide, SA","Leatherjackets, rays, squid","Boat only","Boat ramp nearby",https://www.scubadiving.com/sites/default/files/styles/655_1x_/public/scuba/images/2020/05/epic-wall-dives-cayman-tarpon-brandon-cole-0520.jpg?itok=oy5d7o_X,false,2025-06-07T11:40:31.360Z,,,,,
90,"Port Victoria Jetty",-34.48910000,137.48540000,"15–21 °C","Beginner","3–8 m","Quiet jetty dive with sponge-covered pylons and small fish schools.","5–8 m","Spring–Autumn","Yorke Peninsula, SA","Cowfish, seahorses, sweep","Low visibility","Jetty, nearby amenities",https://yorkepeninsula.com.au/media/w1afoetw/port-victoria.jpg?width=640&height=704&quality=90&v=1d9c107f54b60b0,false,2025-06-07T11:40:31.360Z,,,,,
93,"Noarlunga Tyre Reef",-35.14380000,138.46200000,"16–22 °C","Intermediate","8–14 m","Artificial reef made from tyres now hosting soft corals and fish.","8–12 m","October–March","Adelaide, SA","Wrasse, gobies, crabs","Boat traffic","Shore or boat access",https://www.southaustraliantrails.com/files/wp-content/uploads/2017/03/noarlunga-reef-1.jpg,false,2025-06-07T11:40:31.360Z,,,,,
97,"Port Broughton Jetty",-33.59810000,137.93030000,"15–22 °C","Beginner","2–6 m","Calm jetty dive with soft corals, small fish and easy entry.","4–6 m","October–March","Yorke Peninsula, SA","Crabs, seahorses, gobies","Silt, low tide access","Jetty access, parking",https://www.xtremespots.com/wp-content/uploads/2012/10/Scuba-Diving-Jetty3.jpg,false,2025-06-07T11:43:38.137Z,,,,,
102,"Point Lowly",-32.99870000,137.73050000,"14–20 °C","All Levels","3–9 m","Excellent for cuttlefish viewing, rock and kelp bottom.","6–9 m","May–August","Whyalla, SA","Giant cuttlefish, squid","Cold, surge","Shore access, parking",https://images.unsplash.com/photo-1544551763-46a013bb70d5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:43:38.137Z,,,,,
104,"Wallaroo Jetty",-33.93320000,137.62310000,"15–22 °C","Beginner","3–10 m","One of SA's longest jetties with abundant fish life and night diving.","5–8 m","October–April","Yorke Peninsula, SA","Squid, old wives, rays","Fishing lines","Jetty access, facilities",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:43:38.137Z,,,,,
105,"Port Giles Jetty",-35.01810000,137.78390000,"15–21 °C","Intermediate","6–14 m","Commercial jetty with deep water access and schools of fish.","8–12 m","Spring–Autumn","Yorke Peninsula, SA","Trevally, wrasse, squid","Boat traffic","Jetty access, remote",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:43:38.137Z,,,,,
98,"Ardrossan Barge",-34.42410000,137.92380000,"15–22 °C","Intermediate","10–16 m","Sunken barge off Ardrossan with reef growth and schooling fish.","10–14 m","November–April","Yorke Peninsula, SA","Trevally, morwong, sweep","Boat required","Boat dive only",https://tse4.mm.bing.net/th/id/OIP.9oa2qFyFUoHCHA_g_u0uaAHaFj?rs=1&pid=ImgDetMain&o=7&rm=3,false,2025-06-07T11:43:38.137Z,,,,,
106,"Streaky Bay Jetty",-32.79470000,134.21310000,"14–20 °C","Beginner","2–6 m","West coast jetty with calm conditions and regular stingray sightings.","5–6 m","November–March","Eyre Peninsula, SA","Stingrays, crabs, octopus","Silt, fishing debris","Jetty access, amenities",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:43:38.137Z,,,,,
109,"Port Pirie Jetty",-33.18140000,138.01800000,"15–22 °C","Beginner","3–8 m","Muddy-bottom jetty great for muck diving and macro life.","3–5 m","October–March","Spencer Gulf, SA","Shrimp, gobies, octopus","Low viz, silt","Jetty access, facilities",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:44:05.291Z,,,,,
110,"Marion Bay Jetty",-35.24940000,136.99520000,"15–21 °C","Intermediate","3–10 m","Southern Yorke site with schooling fish and healthy kelp beds.","5–8 m","Spring–Autumn","Yorke Peninsula, SA","Sweep, wrasse, leatherjackets","Surge, wind-exposed","Jetty access, parking",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:44:05.291Z,,,,,
111,"Point Turton Jetty",-34.89110000,137.34760000,"15–22 °C","Beginner","2–7 m","Popular recreational jetty with soft corals and juvenile fish.","4–6 m","October–April","Yorke Peninsula, SA","Seahorses, bullseyes, squid","Fishing lines","Jetty, toilets, showers",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:44:05.291Z,,,,,
113,"Snelling Beach",-35.64660000,137.08200000,"14–20 °C","Intermediate","4–12 m","Kangaroo Island shore dive with sandy bottom and reef edge.","6–10 m","October–March","Kangaroo Island, SA","Rays, flathead, squid","Surge, swell","Shore access, parking",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:44:05.291Z,,,,,
115,"Vivonne Bay Reef",-35.98720000,137.15840000,"14–20 °C","Advanced","10–20 m","Scenic reef with drop-offs and underwater gullies, often surgey.","10–15 m","November–March","Kangaroo Island, SA","Wrasse, crayfish, morwong","Surge, exposed","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:44:05.291Z,,,,,
117,"Port Neill Jetty",-34.13460000,136.35120000,"15–21 °C","Beginner","2–7 m","Easy shore dive with jetty pylons and sandy bottom.","5–7 m","October–March","Eyre Peninsula, SA","Squid, rays, juvenile fish","Low visibility","Jetty access, parking",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:46:54.948Z,,,,,
120,"Point Drummond",-34.93170000,135.38350000,"14–20 °C","Advanced","8–20 m","Remote rocky reef with drop-offs and caves.","10–15 m","October–March","Eyre Peninsula, SA","Blue groper, crayfish, sharks","Surge, current","Remote shore access",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:46:54.948Z,,,,,
103,"Port Wakefield Wall",-34.18730000,138.08250000,"15–22 °C","Advanced","8–18 m","Drop-off wall with occasional strong current and big fish sightings.","8–12 m","October–March","Gulf St Vincent, SA","Morwong, trevally, crayfish","Current, boat dive","Boat access only",https://i0.wp.com/lizrogersphotography.com/wp-content/uploads/2016/12/20161203-IMG_4374.jpg?ssl=1,false,2025-06-07T11:43:38.137Z,,,,,
119,"Coffin Bay Oyster Lease",-34.61810000,135.31350000,"14–20 °C","Intermediate","3–9 m","Dive near oyster farms with unique marine growth and small fish.","5–8 m","Spring–Summer","Eyre Peninsula, SA","Garfish, squid, nudibranchs","Limited access","Boat required",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX-kzDCd9teWP5ARdBUOyq2BOqvv_9TyTdrA&s,false,2025-06-07T11:46:54.948Z,,,,,
101,"Black Point Reef",-34.58970000,137.76620000,"15–21 °C","Intermediate","4–12 m","Shore dive with coral bommies and seasonal fish schools.","6–10 m","Spring–Autumn","Yorke Peninsula, SA","Snapper, cowfish, rays","Surge, sharp reef","Shore entry, limited parking",https://www.divemontenegro.com/wp-content/uploads/2023/02/image007.png,false,2025-06-07T11:43:38.137Z,,,,,
118,"Elliston Jetty",-33.64610000,134.88870000,"14–20 °C","Beginner","2–6 m","Jetty dive with calm water and seasonal fish schools.","4–6 m","November–March","West Coast, SA","Leatherjackets, rays, wrasse","Silt","Jetty access, facilities",https://elliston.com.au/wp-content/uploads/2015/09/elliston-eyre-peninsula-DSCF3328.jpg,false,2025-06-07T11:46:54.948Z,,,,,
116,"Emu Bay Jetty",-35.62150000,137.49730000,"14–21 °C","Beginner","3–7 m","Quiet jetty with seagrass meadows and sponge growth.","5–7 m","Spring–Autumn","Kangaroo Island, SA","Cowfish, rays, pipefish","Surge","Jetty access, parking",https://snorkelspots.com/wp-content/uploads/2024/05/Emu-Bay-Jetty.jpg,false,2025-06-07T11:44:05.291Z,,,,,
124,"Talia Cave Shore Dive",-33.30410000,134.84290000,"14–19 °C","Advanced","8–16 m","Scenic cave site with walls and big swell potential.","8–12 m","Spring–Autumn","West Coast, SA","Crayfish, groper, starfish","Swell, surge","Remote entry",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:46:54.948Z,,,,,
125,"Wedge Island Jetty",-34.93530000,137.33250000,"14–19 °C","Beginner","2–6 m","Island jetty with kelp beds and plenty of small reef fish.","6–7 m","November–March","Wedge Island, SA","Octopus, cowfish, gobies","Remote location","Jetty access",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:46:54.948Z,,,,,
127,"West Cape Reef",-35.28050000,136.85720000,"15–20 °C","Advanced","12–24 m","Drop-offs and caves at outer reef with good pelagic life.","10–18 m","Spring–Summer","Yorke Peninsula, SA","Sharks, trevally, blue devils","Boat only, current","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:22.543Z,,,,,
130,"Seal Bay Snorkel Area",-35.97200000,137.34580000,"14–20 °C","Beginner","2–5 m","Shallow kelp beds with regular sea lion encounters.","5 m","November–March","Kangaroo Island, SA","Sea lions, rays, sea stars","Marine reserve rules","Shore access, guide recommended",https://images.unsplash.com/photo-1544551763-46a013bb70d5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:22.543Z,,,,,
131,"Stokes Bay Reef",-35.62080000,137.16240000,"14–20 °C","Intermediate","5–15 m","Ledges and sponge-covered reef off sheltered beach.","8–12 m","Spring–Summer","Kangaroo Island, SA","Snapper, cowfish, cuttlefish","Surge","Shore entry, seasonal conditions",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:22.543Z,,,,,
108,"Cape Jervis Jetty",-35.60810000,138.11630000,"15–21 °C","Intermediate","4–10 m","Gateway to Kangaroo Island, popular for fish life and pelagics.","8–10 m","Spring–Autumn","Fleurieu Peninsula, SA","Salmon, trevally, rays","Surge","Jetty access, ferry terminal",https://live-production.wcms.abc-cdn.net.au/f4fd69b6f3805f5ea9cc68fc113ff564?impolicy=wcms_crop_resize&cropH=3203&cropW=4804&xPos=0&yPos=0&width=862&height=575,false,2025-06-07T11:44:05.291Z,,,,,
132,"Port Vincent Jetty",-34.77360000,137.85330000,"15–22 °C","Beginner","2–6 m","Quiet jetty dive good for night dives and macro life.","4–6 m","October–April","Yorke Peninsula, SA","Nudibranchs, squid, rays","Fishing lines","Jetty access",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:22.543Z,,,,,
134,"Wedge Island Drift",-34.94010000,137.32080000,"14–19 °C","Advanced","12–22 m","Drift dive past walls and bommies with soft coral gardens.","12–18 m","Summer months","Wedge Island, SA","Kingfish, snapper, trevally","Boat only, current","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:22.543Z,,,,,
135,"Thistle Island Wall",-34.74410000,136.20540000,"14–20 °C","Advanced","15–28 m","Deep wall with overhangs and blue water fish schools.","15–25 m","Spring–Autumn","Spencer Gulf, SA","Sharks, morwong, blue devils","Depth, surge","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:22.543Z,,,,,
138,"Sleaford Mere",-34.85530000,135.74370000,"14–20 °C","Beginner","2–6 m","Shallow salt lake with limited marine life; unusual brackish dive.","2–4 m","Summer","Lincoln NP, SA","Shrimp, algae, small fish","Low viz, access restrictions","Shore entry",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:46.816Z,,,,,
139,"Nuyts Archipelago Drop-off",-32.51240000,133.63120000,"14–19 °C","Advanced","18–35 m","Deep water wall dive with dramatic scenery and pelagics.","20–30 m","Summer","Far West SA","Sharks, tuna, wrasse","Remote, deep","Boat only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:46.816Z,,,,,
140,"Eyre Island Channels",-33.02810000,134.14450000,"14–20 °C","Intermediate","5–14 m","Intertidal channels near Ceduna with fish nurseries and grasses.","6–10 m","Spring–Summer","West Coast, SA","Juvenile fish, rays, flathead","Currents","Shore entry with planning",https://australianwildlifejourneys.com/file/resize/c607x372/1379_mg_1124.jpg?s=4315975a88316866f855bbdbd9d7f56d1c63d3d1,false,2025-06-07T11:47:46.816Z,,,,,
123,"Fishery Bay Reef",-34.91630000,135.70740000,"14–20 °C","Intermediate","5–14 m","Scenic reef with gullies, bommies and colourful sponges.","10–14 m","October–March","Eyre Peninsula, SA","Wrasse, rays, sea cucumbers","Boat access, surge","Boat ramp nearby",https://assets.atdw-online.com.au/images/2451c59d88479e941abbb1b4b162010e.jpeg?w=1100&width=1100,false,2025-06-07T11:46:54.948Z,,,,,
144,"Point Labatt",-32.71080000,134.23870000,"14–20 °C","Advanced","12–22 m","Dive with resident sea lions near rugged coastal cliffs.","10–15 m","October–March","West Coast, SA","Sea lions, snapper, kelp fish","Swell, surge","Boat dive only",https://images.unsplash.com/photo-1544551763-46a013bb70d5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:46.816Z,,,,,
146,"Scawfell Island Pinnacle",-20.88160000,149.51450000,"23–28 °C","Intermediate","10–22 m","Rocky pinnacle with bommies and strong fish life.","15–20 m","April–October","Mackay Islands, QLD","Trevally, cod, wrasse","Current, surge","Boat dive only",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:26.138Z,,,,,
147,"Llewellyn Reef",-21.12620000,149.76030000,"23–28 °C","Advanced","10–25 m","Remote reef system with drop-offs, coral and pelagics.","15–20 m","April–October","Offshore Mackay, QLD","Sharks, groupers, snapper","Remote, boat only","Charter boat access",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:26.138Z,,,,,
148,"Keswick Island Wreck",-20.93200000,149.43600000,"23–28 °C","Intermediate","8–16 m","Small wreck near Keswick Island with good coral growth.","10–15 m","May–October","Mackay, QLD","Batfish, coral trout, nudibranchs","Surge, current","Boat dive only",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:26.138Z,,,,,
151,"Scawfell Island Coral Gardens",-20.87600000,149.51400000,"23–28 °C","Beginner","3–10 m","Sheltered coral garden ideal for new divers and snorkellers.","10–15 m","Year-round","Mackay Islands, QLD","Clownfish, corals, seastars","Surge","Boat access only",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:26.138Z,,,,,
152,"St Bees Island Reef",-20.87920000,149.44960000,"23–28 °C","Intermediate","5–14 m","Fringing reef with bommies, coral cover and small fish.","10–15 m","May–October","Mackay, QLD","Anemonefish, wrasse, rays","Surge","Boat dive only",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:26.138Z,,,,,
154,"Outer Newry Island",-20.93000000,149.24410000,"23–28 °C","Intermediate","8–16 m","Deeper reef ledge with soft and hard corals.","10–15 m","May–October","Newry Islands, QLD","Sweetlips, rays, moray eels","Boat traffic","Boat only",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:26.138Z,,,,,
141,"Dutton Bay Jetty",-34.57710000,135.22710000,"14–20 °C","Beginner","2–6 m","Calm conditions, ideal for training or macro photography.","4–6 m","October–March","Eyre Peninsula, SA","Shrimp, blennies, juvenile squid","Low visibility","Jetty access",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:46.816Z,,,,,
128,"Cape Spencer Reef",-35.28170000,136.82080000,"15–20 °C","Advanced","10–22 m","Wall dive with sponges and deep ledges.","10–15 m","October–March","Yorke Peninsula, SA","Moray eels, wrasse, nudibranchs","Strong current","Boat access only",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b7/d9/4b/cape-spencer-lighthouse.jpg?w=1200&h=-1&s=1,false,2025-06-07T11:47:22.543Z,,,,,
129,"Cape Borda Wall",-35.74170000,136.59410000,"14–19 °C","Advanced","18–30 m","Deep wall dive off Kangaroo Island's north-west tip.","15–25 m","Summer months","Kangaroo Island, SA","Crayfish, groupers, sharks","Depth, remote","Boat dive only",https://caradonna-prod.s3.us-east-2.amazonaws.com/prod/6-white_wall_1.jpg,false,2025-06-07T11:47:22.543Z,,,,,
137,"Baird Bay Reef",-32.65520000,134.34700000,"14–20 °C","Intermediate","4–12 m","Reef system popular for sea lion encounters and reef fish.","6–10 m","Summer","West Coast, SA","Sea lions, stingrays, cowfish","Remote access","Shore dive with kayak support",https://images.unsplash.com/photo-1544551763-46a013bb70d5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:47:46.816Z,,,,,
136,"Cape Donington",-34.74230000,135.90910000,"14–20 °C","Intermediate","8–18 m","Granite ledges and sponge reef in Lincoln NP.","10–15 m","Spring–Summer","Eyre Peninsula, SA","Wrasse, old wives, crayfish","Swell, surge","Shore or boat access",https://jumpinvestors.s3.amazonaws.com/1737347878071.jpg,false,2025-06-07T11:47:22.543Z,,,,,
158,"South Cumberland Islands Bommie",-20.87110000,149.49150000,"23–28 °C","Intermediate","10–20 m","Bommie dive with coral outcrops and good fish variety.","12–18 m","May–November","Mackay, QLD","Cod, trevally, reef fish","Boat only","No facilities",https://images.unsplash.com/photo-1583212292454-1fe6229603b7?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:54.092Z,,,,,
159,"Tinsmith Reef",-21.12030000,150.05010000,"23–28 °C","Advanced","15–30 m","Deeper reef wall with strong pelagic activity.","15–25 m","April–October","Outer GBR, QLD","Sharks, tuna, trevally","Current, boat access only","Liveaboard",https://images.unsplash.com/photo-1559827260-dc66d52bef19?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:54.092Z,,,,,
162,"Mackay Harbour Jetty",-21.11200000,149.22500000,"23–27 °C","Beginner","2–5 m","Muddy bottom training site, useful for local skills refreshers.","3–5 m","Calm conditions only","Mackay, QLD","Crabs, mullet, seastars","Silt, boat traffic","Shore dive",https://images.unsplash.com/photo-1582967788606-a171c1080cb0?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&h=600,false,2025-06-07T11:54:54.092Z,,,,,
161,"Black Reef (Mackay)",-21.23410000,150.13820000,"24–28 °C","Advanced","12–25 m","Outer reef known for black coral trees and turtles.","15–20 m","Dry season","GBR offshore Mackay, QLD","Turtles, reef sharks, coral trout","Surge, current","Liveaboard access",https://www.cruisingtheedge.com/wp-content/uploads/2022/02/mackay-reef-night-dive_9454-copy-1024x684.jpg,false,2025-06-07T11:54:54.092Z,,,,,
150,"Credlin Reef",-21.00220000,150.10230000,"24–28 °C","Advanced","10–30 m","Outer reef site with steep walls and strong currents.","15–25 m","April–November","Outer GBR off Mackay, QLD","Sharks, barracuda, turtles","Strong currents","Boat dive only",https://sv-anui.com/wp-content/uploads/2021/08/outer-reef-drone-0930-pano-1.jpg?w=640,false,2025-06-07T11:54:26.138Z,,,,,
156,"Danger Reef",-20.97830000,149.98530000,"23–28 °C","Advanced","10–24 m","Outer reef with steep drop-offs, caves and big fish.","15–20 m","Winter months","GBR, QLD","Sharks, cod, tuna","Depth, current","Liveaboard access only",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1Y0clvupOtlWpr5imfof3mtLTeRXX4b-kHw&s,false,2025-06-07T11:54:54.092Z,,,,,
